
0.3413152 [-0.1640539,-0.1610233,-0.1510698,-0.1554849,-0.1622528,-0.155674,-0.1495041,-0.1492963,-0.1494008,-0.1510213,-0.1559175,-0.1525595,-0.139145,-0.1190085,-0.0621474,-0.01144356,]
0.362653 [-0.1501371,-0.1529574,-0.1503037,-0.1542467,-0.1572287,-0.1556938,-0.153059,-0.149583,-0.1337067,-0.08795588,-0.02488073,-0.005974352,-0.02809635,-0.02560817,-0.01783179,-0.02072676,]
0.3839909 [0.02596617,0.03349093,0.03090815,0.04003451,0.07863355,0.1341441,0.1709157,0.1667218,0.1501341,0.1572277,0.1387059,0.05819848,-0.02005644,-0.03373659,-0.01091131,-0.004817815,]
0.4053288 [-0.05450525,-0.01790071,-0.0158852,-0.004390958,0.04386459,0.1061222,0.1615983,0.1644581,0.1414111,0.1490956,0.152586,0.1381689,0.1386637,0.1506961,0.1484441,0.142029,]
0.426644 [-0.01227471,-0.00081285,-0.0003955618,-0.02308395,-0.01778476,-0.009104389,-0.0182007,-0.022033,-0.02452625,-0.03221856,-0.03705379,-0.03114756,-0.01820873,-0.009705776,-0.01659367,-0.03552153,]
0.4479818 [-0.01209394,-0.01277832,-0.01538585,-0.01817625,-0.02485755,-0.02218565,-0.01452264,-0.01517091,-0.01872875,-0.01661565,-0.01565007,-0.0215357,-0.02246518,-0.02116334,-0.02469613,-0.02322816,]
0.4693197 [-0.1558546,-0.1548206,-0.1506922,-0.1432272,-0.109005,-0.05087973,-0.008580996,-0.005149663,-0.01516057,-0.01250226,-0.01307495,-0.01795517,-0.01024472,-0.0081458,-0.01045556,-0.01186366,]
0.4906576 [-0.1581813,-0.1603668,-0.1585853,-0.1572829,-0.16192,-0.164582,-0.1571596,-0.155562,-0.1629467,-0.1592457,-0.1611764,-0.166677,-0.161635,-0.158416,-0.1591085,-0.15789,]
0.5119954 [-0.1612408,-0.1559176,-0.1509368,-0.1522497,-0.1576165,-0.1569781,-0.152522,-0.1544567,-0.1540575,-0.1547585,-0.161521,-0.1657657,-0.1657308,-0.1640949,-0.1605489,-0.1565491,]
0.5119954 [-0.1612408,-0.1559176,-0.1509368,-0.1522497,-0.1576165,-0.1569781,-0.152522,-0.1544567,-0.1540575,-0.1547585,-0.161521,-0.1657657,-0.1657308,-0.1640949,-0.1605489,-0.1565491,]
0.5333107 [-0.1495788,-0.1634602,-0.1624098,-0.1621661,-0.1681102,-0.1626299,-0.1587098,-0.1592751,-0.1569639,-0.1571046,-0.1606603,-0.1617604,-0.1595728,-0.1574529,-0.1517085,-0.148807,]
0.5759864 [-0.03019474,-0.03212176,-0.02924077,-0.02270109,-0.01938887,-0.01509737,-0.006851523,7.482688E-05,0.003194997,0.006745671,0.004148439,-0.004175307,-0.003306128,-0.00454756,-0.01207151,-0.01918501,]
0.5973243 [-0.007735847,-0.01482045,-0.0246853,-0.01972114,-0.01542292,-0.02454486,-0.02875286,-0.0236954,-0.02465779,-0.02577931,-0.02373318,-0.02041832,-0.01866656,-0.02014538,-0.01992683,-0.01961184,]
0.5973243 [-0.007735847,-0.01482045,-0.0246853,-0.01972114,-0.01542292,-0.02454486,-0.02875286,-0.0236954,-0.02465779,-0.02577931,-0.02373318,-0.02041832,-0.01866656,-0.02014538,-0.01992683,-0.01961184,]
